fileId,fileUrls from query VNP46A4--5000 2018-01-01..2019-12-31 x-180y90 x180y-90[2],size
6076994207,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h23v02.001.2021125113559.h5,27058038
6076932495,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h29v03.001.2021125055304.h5,36507917
6076471708,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h34v02.001.2021125040601.h5,28010762
6057408886,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h17v15.001.2021118144847.h5,638968
6057857991,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h10v05.001.2021118150004.h5,11065335
6076545674,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h31v11.001.2021125001223.h5,15314155
6076199534,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h19v01.001.2022263140236.h5,4469924
6057550830,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h26v04.001.2021118150056.h5,32209396
6076169573,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h12v16.001.2022263140303.h5,855442
6076385035,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h27v17.001.2022263144219.h5,2113287
6075670723,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h05v05.001.2021124124129.h5,4909469
6077351566,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h30v15.001.2021125140500.h5,5307441
6076504138,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h35v15.001.2021124235947.h5,638872
6076998970,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h23v01.001.2022263140444.h5,8334540
6077191324,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h25v16.001.2022263140317.h5,21208369
6077387427,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h18v14.001.2021125122606.h5,659776
6076390008,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h15v16.001.2022263142831.h5,7892407
6076515231,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h04v17.001.2022263141402.h5,3116978
6075909519,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h03v03.001.2021124181015.h5,954542
6076482337,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h07v17.001.2022263141705.h5,4028267
6075917753,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h02v07.001.2021124181021.h5,865700
6057434595,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2019001.h17v13.001.2021118145511.h5,643960
6057567103,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2020001.h08v05.001.2021118145252.h5,26985840
